  3 SolverType.BJ         1594    0.0546 [1, 3, 7, 2, 5, 6, 8, 4, 9, 9, 2, 8, 3, 1, 4, 5, 6, 7, 4, 6, 5, 8, 9, 7, 3, 1, 2, 6, 7, 3, 5, 4, 2, 9, 8, 1, 8, 1, 9, 6, 7, 3, 2, 5, 4, 5, 4, 2, 1, 8, 9, 7, 3, 6, 2, 5, 6, 7, 3, 1, 4, 9, 8, 3, 9, 1, 4, 2, 8, 6, 7, 5, 7, 8, 4, 9, 6, 5, 1, 2, 3]
  4 SolverType.BJ           81    0.0015 [5, 2, 3, 8, 1, 6, 7, 4, 9, 7, 8, 4, 5, 9, 3, 1, 2, 6, 6, 9, 1, 4, 7, 2, 8, 3, 5, 2, 3, 9, 1, 4, 5, 6, 8, 7, 4, 5, 7, 2, 6, 8, 9, 1, 3, 1, 6, 8, 9, 3, 7, 2, 5, 4, 3, 4, 2, 7, 8, 9, 5, 6, 1, 9, 1, 5, 6, 2, 4, 3, 7, 8, 8, 7, 6, 3, 5, 1, 4, 9, 2]
  5 SolverType.BJ        89923    4.2578 [1, 7, 6, 9, 2, 3, 5, 8, 4, 5, 2, 4, 8, 1, 7, 6, 3, 9, 8, 9, 3, 6, 5, 4, 2, 7, 1, 9, 5, 7, 3, 4, 8, 1, 6, 2, 6, 3, 8, 1, 9, 2, 4, 5, 7, 4, 1, 2, 7, 6, 5, 3, 9, 8, 2, 6, 5, 4, 8, 9, 7, 1, 3, 7, 8, 1, 2, 3, 6, 9, 4, 5, 3, 4, 9, 5, 7, 1, 8, 2, 6]
  6 SolverType.BJ         7179    0.2501 [1, 4, 3, 9, 8, 6, 2, 5, 7, 6, 7, 9, 4, 2, 5, 3, 8, 1, 2, 8, 5, 7, 3, 1, 6, 9, 4, 9, 6, 2, 3, 5, 4, 1, 7, 8, 3, 5, 7, 6, 1, 8, 9, 4, 2, 4, 1, 8, 2, 7, 9, 5, 6, 3, 8, 2, 1, 5, 6, 7, 4, 3, 9, 7, 9, 6, 1, 4, 3, 8, 2, 5, 5, 3, 4, 8, 9, 2, 7, 1, 6]
  7 SolverType.BJ           81    0.0016 [4, 8, 7, 1, 5, 6, 9, 3, 2, 3, 6, 2, 4, 9, 8, 7, 5, 1, 9, 1, 5, 3, 7, 2, 8, 6, 4, 8, 4, 6, 5, 1, 9, 2, 7, 3, 5, 9, 3, 7, 2, 4, 1, 8, 6, 2, 7, 1, 8, 6, 3, 5, 4, 9, 1, 2, 4, 6, 8, 5, 3, 9, 7, 7, 3, 8, 9, 4, 1, 6, 2, 5, 6, 5, 9, 2, 3, 7, 4, 1, 8]
  8 SolverType.BJ        24470    1.4680 [8, 1, 4, 9, 7, 6, 5, 3, 2, 6, 5, 9, 1, 2, 3, 4, 7, 8, 7, 3, 2, 8, 5, 4, 1, 6, 9, 9, 4, 8, 2, 6, 5, 3, 1, 7, 2, 7, 5, 3, 4, 1, 8, 9, 6, 1, 6, 3, 7, 9, 8, 2, 4, 5, 3, 9, 1, 6, 8, 2, 7, 5, 4, 5, 8, 7, 4, 3, 9, 6, 2, 1, 4, 2, 6, 5, 1, 7, 9, 8, 3]
  9 SolverType.BJ         6562    0.2452 [7, 6, 1, 9, 2, 8, 4, 5, 3, 9, 2, 5, 7, 4, 3, 1, 6, 8, 4, 3, 8, 6, 1, 5, 9, 2, 7, 3, 5, 7, 4, 6, 1, 2, 8, 9, 8, 9, 4, 3, 7, 2, 6, 1, 5, 2, 1, 6, 5, 8, 9, 3, 7, 4, 6, 8, 9, 1, 5, 4, 7, 3, 2, 1, 4, 2, 8, 3, 7, 5, 9, 6, 5, 7, 3, 2, 9, 6, 8, 4, 1]
 10 SolverType.BJ         2498    0.1050 [9, 7, 6, 1, 2, 5, 4, 3, 8, 1, 5, 8, 4, 3, 6, 9, 2, 7, 4, 2, 3, 8, 7, 9, 1, 5, 6, 2, 3, 4, 7, 6, 1, 8, 9, 5, 8, 6, 7, 9, 5, 2, 3, 1, 4, 5, 1, 9, 3, 8, 4, 7, 6, 2, 7, 8, 2, 5, 1, 3, 6, 4, 9, 3, 9, 5, 6, 4, 7, 2, 8, 1, 6, 4, 1, 2, 9, 8, 5, 7, 3]
 11 SolverType.BJ           81    0.0015 [9, 6, 2, 3, 4, 1, 7, 5, 8, 1, 4, 8, 9, 7, 5, 6, 2, 3, 5, 7, 3, 2, 6, 8, 1, 4, 9, 3, 2, 1, 6, 9, 4, 8, 7, 5, 4, 8, 7, 5, 1, 2, 9, 3, 6, 6, 9, 5, 8, 3, 7, 4, 1, 2, 8, 3, 4, 7, 2, 6, 5, 9, 1, 2, 1, 6, 4, 5, 9, 3, 8, 7, 7, 5, 9, 1, 8, 3, 2, 6, 4]
 12 SolverType.BJ         3558    0.0902 [3, 9, 7, 6, 8, 1, 5, 2, 4, 6, 4, 5, 2, 7, 9, 8, 1, 3, 2, 1, 8, 5, 3, 4, 9, 7, 6, 8, 2, 3, 9, 5, 6, 7, 4, 1, 1, 6, 9, 7, 4, 2, 3, 5, 8, 7, 5, 4, 3, 1, 8, 6, 9, 2, 4, 7, 2, 8, 9, 3, 1, 6, 5, 5, 3, 1, 4, 6, 7, 2, 8, 9, 9, 8, 6, 1, 2, 5, 4, 3, 7]
 13 SolverType.BJ        78987    3.2165 [6, 3, 9, 2, 1, 8, 4, 5, 7, 4, 7, 1, 5, 3, 9, 2, 6, 8, 8, 2, 5, 6, 7, 4, 1, 3, 9, 5, 6, 4, 8, 2, 3, 7, 9, 1, 7, 9, 3, 4, 5, 1, 8, 2, 6, 2, 1, 8, 7, 9, 6, 3, 4, 5, 3, 5, 2, 9, 8, 7, 6, 1, 4, 1, 8, 6, 3, 4, 5, 9, 7, 2, 9, 4, 7, 1, 6, 2, 5, 8, 3]
 14 SolverType.BJ          513    0.0132 [6, 9, 7, 1, 2, 8, 3, 4, 5, 4, 2, 8, 6, 3, 5, 1, 9, 7, 3, 1, 5, 4, 7, 9, 6, 8, 2, 5, 3, 1, 2, 4, 6, 9, 7, 8, 2, 8, 6, 3, 9, 7, 4, 5, 1, 9, 7, 4, 5, 8, 1, 2, 6, 3, 1, 4, 9, 8, 5, 2, 7, 3, 6, 7, 5, 2, 9, 6, 3, 8, 1, 4, 8, 6, 3, 7, 1, 4, 5, 2, 9]
 15 SolverType.BJ           81    0.0018 [3, 6, 1, 7, 2, 5, 9, 4, 8, 5, 8, 7, 9, 6, 4, 2, 1, 3, 4, 9, 2, 8, 3, 1, 6, 5, 7, 6, 3, 8, 2, 5, 9, 4, 7, 1, 1, 7, 4, 6, 8, 3, 5, 9, 2, 2, 5, 9, 1, 4, 7, 8, 3, 6, 7, 4, 6, 3, 9, 2, 1, 8, 5, 9, 2, 3, 5, 1, 8, 7, 6, 4, 8, 1, 5, 4, 7, 6, 3, 2, 9]
 16 SolverType.BJ           81    0.0026 [3, 5, 9, 8, 6, 7, 1, 2, 4, 6, 4, 8, 3, 1, 2, 5, 9, 7, 7, 1, 2, 5, 4, 9, 8, 3, 6, 8, 7, 6, 9, 2, 4, 3, 5, 1, 5, 2, 4, 7, 3, 1, 9, 6, 8, 1, 9, 3, 6, 8, 5, 4, 7, 2, 9, 3, 1, 4, 7, 6, 2, 8, 5, 4, 6, 5, 2, 9, 8, 7, 1, 3, 2, 8, 7, 1, 5, 3, 6, 4, 9]
 17 SolverType.BJ         1209    0.0395 [7, 8, 6, 9, 4, 5, 3, 1, 2, 2, 1, 9, 8, 6, 3, 4, 5, 7, 5, 3, 4, 2, 7, 1, 8, 6, 9, 1, 6, 5, 4, 8, 2, 9, 7, 3, 3, 2, 7, 6, 1, 9, 5, 4, 8, 4, 9, 8, 5, 3, 7, 1, 2, 6, 9, 5, 1, 7, 2, 8, 6, 3, 4, 8, 4, 2, 3, 5, 6, 7, 9, 1, 6, 7, 3, 1, 9, 4, 2, 8, 5]
 18 SolverType.BJ           81    0.0015 [7, 4, 3, 5, 1, 2, 9, 8, 6, 5, 8, 9, 3, 4, 6, 2, 1, 7, 1, 2, 6, 9, 8, 7, 3, 4, 5, 9, 3, 4, 2, 5, 1, 7, 6, 8, 6, 7, 1, 4, 9, 8, 5, 3, 2, 8, 5, 2, 7, 6, 3, 4, 9, 1, 3, 9, 8, 6, 7, 5, 1, 2, 4, 4, 1, 7, 8, 2, 9, 6, 5, 3, 2, 6, 5, 1, 3, 4, 8, 7, 9]
 19 SolverType.BJ           81    0.0022 [7, 8, 2, 6, 1, 4, 3, 5, 9, 4, 3, 9, 8, 2, 5, 1, 7, 6, 6, 5, 1, 9, 3, 7, 4, 2, 8, 2, 9, 3, 4, 7, 1, 8, 6, 5, 5, 6, 8, 3, 9, 2, 7, 1, 4, 1, 4, 7, 5, 6, 8, 2, 9, 3, 3, 2, 6, 7, 4, 9, 5, 8, 1, 9, 7, 5, 1, 8, 3, 6, 4, 2, 8, 1, 4, 2, 5, 6, 9, 3, 7]
 20 SolverType.BJ         1533    0.0445 [4, 2, 8, 5, 3, 1, 7, 9, 6, 3, 6, 5, 9, 4, 7, 1, 8, 2, 9, 7, 1, 2, 6, 8, 4, 3, 5, 2, 1, 4, 8, 9, 6, 5, 7, 3, 6, 9, 7, 4, 5, 3, 2, 1, 8, 5, 8, 3, 1, 7, 2, 9, 6, 4, 8, 4, 9, 6, 1, 5, 3, 2, 7, 7, 5, 2, 3, 8, 9, 6, 4, 1, 1, 3, 6, 7, 2, 4, 8, 5, 9]
 21 SolverType.BJ         3972    0.1191 [4, 2, 5, 7, 8, 1, 9, 3, 6, 1, 7, 8, 3, 6, 9, 5, 2, 4, 3, 6, 9, 5, 2, 4, 1, 8, 7, 8, 9, 4, 1, 5, 7, 3, 6, 2, 6, 5, 2, 8, 4, 3, 7, 9, 1, 7, 1, 3, 6, 9, 2, 8, 4, 5, 9, 8, 7, 2, 1, 6, 4, 5, 3, 5, 3, 6, 4, 7, 8, 2, 1, 9, 2, 4, 1, 9, 3, 5, 6, 7, 8]
 22 SolverType.BJ          608    0.0238 [3, 4, 8, 2, 6, 7, 9, 5, 1, 5, 7, 1, 9, 4, 3, 6, 2, 8, 2, 6, 9, 1, 8, 5, 3, 7, 4, 6, 9, 7, 3, 5, 1, 4, 8, 2, 1, 2, 3, 8, 7, 4, 5, 9, 6, 8, 5, 4, 6, 2, 9, 1, 3, 7, 4, 1, 5, 7, 9, 8, 2, 6, 3, 9, 8, 2, 4, 3, 6, 7, 1, 5, 7, 3, 6, 5, 1, 2, 8, 4, 9]
 23 SolverType.BJ          454    0.0065 [1, 2, 4, 9, 8, 6, 7, 3, 5, 8, 6, 7, 4, 3, 5, 9, 1, 2, 3, 9, 5, 7, 1, 2, 6, 8, 4, 4, 7, 8, 3, 5, 9, 2, 6, 1, 2, 5, 9, 8, 6, 1, 3, 4, 7, 6, 3, 1, 2, 7, 4, 5, 9, 8, 7, 1, 2, 6, 9, 8, 4, 5, 3, 9, 8, 3, 5, 4, 7, 1, 2, 6, 5, 4, 6, 1, 2, 3, 8, 7, 9]
 24 SolverType.BJ         4265    0.2445 [3, 6, 1, 5, 2, 4, 7, 8, 9, 7, 8, 9, 3, 6, 1, 4, 2, 5, 5, 2, 4, 8, 7, 9, 3, 6, 1, 8, 9, 3, 1, 5, 7, 6, 4, 2, 4, 1, 2, 6, 8, 3, 5, 9, 7, 6, 5, 7, 9, 4, 2, 1, 3, 8, 1, 4, 8, 7, 9, 6, 2, 5, 3, 2, 3, 5, 4, 1, 8, 9, 7, 6, 9, 7, 6, 2, 3, 5, 8, 1, 4]
 25 SolverType.BJ         9761    0.4116 [5, 8, 1, 4, 7, 9, 2, 6, 3, 3, 2, 9, 1, 5, 6, 8, 4, 7, 6, 4, 7, 3, 2, 8, 1, 5, 9, 9, 5, 6, 7, 3, 1, 4, 2, 8, 2, 3, 8, 9, 6, 4, 5, 7, 1, 7, 1, 4, 5, 8, 2, 9, 3, 6, 1, 7, 2, 6, 9, 5, 3, 8, 4, 8, 9, 3, 2, 4, 7, 6, 1, 5, 4, 6, 5, 8, 1, 3, 7, 9, 2]
 26 SolverType.BJ         3329    0.1229 [3, 8, 7, 2, 5, 6, 4, 1, 9, 4, 6, 9, 7, 8, 1, 3, 2, 5, 5, 1, 2, 4, 3, 9, 8, 6, 7, 1, 2, 3, 5, 4, 8, 9, 7, 6, 7, 5, 8, 9, 6, 3, 2, 4, 1, 6, 9, 4, 1, 2, 7, 5, 8, 3, 8, 3, 5, 6, 7, 4, 1, 9, 2, 2, 7, 1, 8, 9, 5, 6, 3, 4, 9, 4, 6, 3, 1, 2, 7, 5, 8]
 27 SolverType.BJ         1113    0.0186 [3, 4, 5, 8, 7, 1, 2, 6, 9, 2, 7, 9, 6, 5, 3, 1, 8, 4, 8, 6, 1, 4, 2, 9, 5, 3, 7, 1, 9, 7, 3, 4, 6, 8, 5, 2, 4, 5, 2, 7, 1, 8, 3, 9, 6, 6, 8, 3, 5, 9, 2, 7, 4, 1, 7, 3, 8, 2, 6, 4, 9, 1, 5, 5, 1, 6, 9, 3, 7, 4, 2, 8, 9, 2, 4, 1, 8, 5, 6, 7, 3]
 28 SolverType.BJ        23460    0.5751 [2, 3, 5, 7, 6, 1, 4, 8, 9, 4, 1, 9, 3, 2, 8, 5, 7, 6, 8, 6, 7, 5, 4, 9, 2, 1, 3, 7, 4, 6, 1, 3, 5, 9, 2, 8, 5, 2, 1, 8, 9, 6, 7, 3, 4, 9, 8, 3, 4, 7, 2, 6, 5, 1, 3, 9, 4, 2, 8, 7, 1, 6, 5, 6, 5, 2, 9, 1, 3, 8, 4, 7, 1, 7, 8, 6, 5, 4, 3, 9, 2]
 29 SolverType.BJ          728    0.0242 [2, 9, 8, 1, 7, 5, 6, 4, 3, 6, 5, 7, 3, 9, 4, 1, 2, 8, 1, 3, 4, 2, 8, 6, 5, 7, 9, 8, 2, 1, 6, 4, 9, 7, 3, 5, 5, 7, 3, 8, 2, 1, 4, 9, 6, 4, 6, 9, 7, 5, 3, 2, 8, 1, 3, 1, 2, 4, 6, 8, 9, 5, 7, 7, 8, 5, 9, 1, 2, 3, 6, 4, 9, 4, 6, 5, 3, 7, 8, 1, 2]
 30 SolverType.BJ        53175    1.7507 [7, 6, 1, 5, 4, 3, 2, 8, 9, 8, 3, 2, 7, 9, 1, 6, 4, 5, 5, 4, 9, 6, 2, 8, 1, 3, 7, 3, 7, 4, 2, 1, 5, 9, 6, 8, 1, 2, 8, 9, 3, 6, 5, 7, 4, 6, 9, 5, 4, 8, 7, 3, 2, 1, 4, 1, 7, 3, 6, 9, 8, 5, 2, 9, 5, 3, 8, 7, 2, 4, 1, 6, 2, 8, 6, 1, 5, 4, 7, 9, 3]
 31 SolverType.BJ         2490    0.0799 [1, 3, 2, 6, 4, 9, 7, 8, 5, 7, 5, 8, 2, 1, 3, 6, 4, 9, 9, 6, 4, 7, 8, 5, 1, 2, 3, 5, 4, 3, 8, 9, 7, 2, 1, 6, 2, 7, 6, 5, 3, 1, 8, 9, 4, 8, 9, 1, 4, 2, 6, 5, 3, 7, 6, 1, 9, 3, 7, 8, 4, 5, 2, 3, 2, 7, 1, 5, 4, 9, 6, 8, 4, 8, 5, 9, 6, 2, 3, 7, 1]
 32 SolverType.BJ          204    0.0051 [6, 9, 8, 1, 7, 3, 5, 4, 2, 3, 5, 4, 6, 2, 8, 1, 7, 9, 1, 7, 2, 5, 4, 9, 3, 6, 8, 5, 3, 1, 8, 9, 7, 4, 2, 6, 9, 4, 6, 3, 1, 2, 8, 5, 7, 8, 2, 7, 4, 5, 6, 9, 1, 3, 7, 6, 5, 9, 3, 1, 2, 8, 4, 2, 1, 3, 7, 8, 4, 6, 9, 5, 4, 8, 9, 2, 6, 5, 7, 3, 1]
 33 SolverType.BJ           81    0.0015 [8, 5, 2, 7, 1, 6, 9, 4, 3, 1, 9, 7, 8, 4, 3, 6, 5, 2, 4, 6, 3, 9, 2, 5, 1, 8, 7, 2, 7, 8, 6, 3, 4, 5, 9, 1, 6, 4, 5, 1, 7, 9, 3, 2, 8, 9, 3, 1, 5, 8, 2, 4, 7, 6, 7, 8, 6, 4, 9, 1, 2, 3, 5, 3, 1, 4, 2, 5, 8, 7, 6, 9, 5, 2, 9, 3, 6, 7, 8, 1, 4]
 34 SolverType.BJ         3508    0.1167 [4, 5, 3, 2, 1, 8, 7, 9, 6, 6, 2, 9, 7, 5, 3, 4, 8, 1, 1, 7, 8, 4, 9, 6, 5, 3, 2, 7, 9, 6, 5, 8, 2, 3, 1, 4, 3, 1, 4, 9, 6, 7, 8, 2, 5, 2, 8, 5, 1, 3, 4, 6, 7, 9, 5, 4, 2, 8, 7, 9, 1, 6, 3, 9, 3, 7, 6, 4, 1, 2, 5, 8, 8, 6, 1, 3, 2, 5, 9, 4, 7]
 35 SolverType.BJ           81    0.0015 [5, 1, 6, 2, 8, 9, 3, 4, 7, 8, 4, 9, 1, 7, 3, 2, 5, 6, 7, 3, 2, 4, 6, 5, 9, 1, 8, 6, 9, 8, 3, 1, 7, 5, 2, 4, 3, 2, 7, 9, 5, 4, 8, 6, 1, 1, 5, 4, 8, 2, 6, 7, 3, 9, 9, 6, 1, 7, 3, 2, 4, 8, 5, 2, 7, 5, 6, 4, 8, 1, 9, 3, 4, 8, 3, 5, 9, 1, 6, 7, 2]
 36 SolverType.BJ         2013    0.0674 [9, 4, 5, 6, 8, 1, 7, 2, 3, 7, 8, 1, 2, 3, 4, 9, 6, 5, 3, 2, 6, 7, 5, 9, 1, 8, 4, 2, 6, 9, 1, 7, 5, 3, 4, 8, 1, 3, 8, 9, 4, 2, 5, 7, 6, 5, 7, 4, 8, 6, 3, 2, 1, 9, 4, 5, 7, 3, 2, 6, 8, 9, 1, 6, 1, 2, 5, 9, 8, 4, 3, 7, 8, 9, 3, 4, 1, 7, 6, 5, 2]
 37 SolverType.BJ           81    0.0015 [3, 6, 5, 9, 4, 2, 8, 7, 1, 1, 2, 8, 7, 5, 6, 4, 9, 3, 9, 7, 4, 8, 1, 3, 5, 6, 2, 8, 1, 9, 4, 3, 5, 6, 2, 7, 5, 3, 7, 2, 6, 8, 1, 4, 9, 6, 4, 2, 1, 7, 9, 3, 5, 8, 2, 9, 6, 3, 8, 4, 7, 1, 5, 7, 5, 3, 6, 9, 1, 2, 8, 4, 4, 8, 1, 5, 2, 7, 9, 3, 6]
 38 SolverType.BJ          234    0.0050 [1, 3, 4, 5, 8, 7, 2, 9, 6, 2, 7, 8, 1, 6, 9, 3, 5, 4, 6, 9, 5, 2, 3, 4, 8, 1, 7, 3, 5, 9, 8, 1, 6, 4, 7, 2, 8, 2, 1, 4, 7, 3, 5, 6, 9, 7, 4, 6, 9, 2, 5, 1, 8, 3, 9, 1, 7, 3, 4, 8, 6, 2, 5, 4, 6, 2, 7, 5, 1, 9, 3, 8, 5, 8, 3, 6, 9, 2, 7, 4, 1]
 39 SolverType.BJ           81    0.0015 [1, 9, 3, 6, 7, 2, 4, 8, 5, 4, 6, 2, 3, 5, 8, 9, 7, 1, 7, 8, 5, 9, 1, 4, 6, 2, 3, 5, 3, 8, 2, 9, 6, 7, 1, 4, 6, 7, 4, 1, 3, 5, 2, 9, 8, 2, 1, 9, 4, 8, 7, 3, 5, 6, 8, 2, 6, 7, 4, 1, 5, 3, 9, 9, 4, 1, 5, 2, 3, 8, 6, 7, 3, 5, 7, 8, 6, 9, 1, 4, 2]
 40 SolverType.BJ        24470    1.4618 [8, 1, 4, 9, 7, 6, 5, 3, 2, 6, 5, 9, 1, 2, 3, 4, 7, 8, 7, 3, 2, 8, 5, 4, 1, 6, 9, 9, 4, 8, 2, 6, 5, 3, 1, 7, 2, 7, 5, 3, 4, 1, 8, 9, 6, 1, 6, 3, 7, 9, 8, 2, 4, 5, 3, 9, 1, 6, 8, 2, 7, 5, 4, 5, 8, 7, 4, 3, 9, 6, 2, 1, 4, 2, 6, 5, 1, 7, 9, 8, 3]
 41 SolverType.BJ         4511    0.1838 [3, 8, 4, 5, 6, 7, 9, 2, 1, 1, 2, 6, 4, 3, 9, 7, 8, 5, 7, 5, 9, 8, 2, 1, 3, 4, 6, 5, 6, 3, 7, 9, 8, 2, 1, 4, 8, 4, 7, 3, 1, 2, 6, 5, 9, 9, 1, 2, 6, 4, 5, 8, 7, 3, 2, 3, 1, 9, 7, 4, 5, 6, 8, 4, 9, 5, 2, 8, 6, 1, 3, 7, 6, 7, 8, 1, 5, 3, 4, 9, 2]
 42 SolverType.BJ         4130    0.1927 [4, 6, 9, 1, 5, 8, 3, 7, 2, 7, 1, 2, 4, 6, 3, 8, 5, 9, 5, 3, 8, 2, 9, 7, 6, 4, 1, 9, 2, 7, 6, 3, 4, 5, 1, 8, 3, 8, 5, 7, 1, 9, 4, 2, 6, 1, 4, 6, 5, 8, 2, 7, 9, 3, 6, 5, 3, 9, 4, 1, 2, 8, 7, 2, 9, 4, 8, 7, 6, 1, 3, 5, 8, 7, 1, 3, 2, 5, 9, 6, 4]
 43 SolverType.BJ        10758    0.4467 [3, 1, 6, 5, 4, 9, 2, 7, 8, 9, 8, 7, 3, 2, 1, 6, 4, 5, 4, 5, 2, 6, 7, 8, 9, 3, 1, 5, 9, 4, 2, 3, 6, 8, 1, 7, 2, 3, 8, 4, 1, 7, 5, 6, 9, 6, 7, 1, 9, 8, 5, 3, 2, 4, 8, 4, 5, 1, 6, 2, 7, 9, 3, 1, 2, 9, 7, 5, 3, 4, 8, 6, 7, 6, 3, 8, 9, 4, 1, 5, 2]
 44 SolverType.BJ         8070    0.1696 [5, 8, 6, 1, 2, 7, 9, 4, 3, 7, 2, 3, 4, 6, 9, 8, 5, 1, 4, 9, 1, 8, 5, 3, 2, 6, 7, 1, 3, 5, 9, 7, 4, 6, 2, 8, 2, 7, 9, 6, 1, 8, 5, 3, 4, 6, 4, 8, 5, 3, 2, 1, 7, 9, 9, 1, 7, 2, 4, 6, 3, 8, 5, 3, 5, 2, 7, 8, 1, 4, 9, 6, 8, 6, 4, 3, 9, 5, 7, 1, 2]
 45 SolverType.BJ         8385    0.3429 [9, 5, 4, 2, 1, 3, 6, 8, 7, 6, 1, 7, 5, 4, 8, 9, 2, 3, 8, 3, 2, 7, 9, 6, 5, 4, 1, 7, 6, 3, 8, 5, 1, 2, 9, 4, 1, 2, 8, 9, 7, 4, 3, 6, 5, 5, 4, 9, 3, 6, 2, 1, 7, 8, 2, 8, 1, 6, 3, 7, 4, 5, 9, 4, 7, 5, 1, 2, 9, 8, 3, 6, 3, 9, 6, 4, 8, 5, 7, 1, 2]
 46 SolverType.BJ         4258    0.1548 [1, 5, 9, 7, 4, 3, 8, 6, 2, 2, 7, 6, 5, 8, 9, 4, 3, 1, 3, 4, 8, 6, 1, 2, 7, 5, 9, 6, 2, 4, 9, 7, 8, 3, 1, 5, 9, 1, 7, 2, 3, 5, 6, 8, 4, 5, 8, 3, 1, 6, 4, 2, 9, 7, 4, 3, 5, 8, 2, 1, 9, 7, 6, 8, 6, 1, 4, 9, 7, 5, 2, 3, 7, 9, 2, 3, 5, 6, 1, 4, 8]
 47 SolverType.BJ       182283    7.7592 [8, 6, 1, 3, 5, 7, 2, 9, 4, 5, 9, 7, 4, 8, 2, 3, 6, 1, 4, 3, 2, 6, 1, 9, 7, 8, 5, 9, 1, 6, 2, 7, 5, 8, 4, 3, 3, 5, 8, 9, 6, 4, 1, 2, 7, 2, 7, 4, 1, 3, 8, 9, 5, 6, 7, 8, 9, 5, 4, 1, 6, 3, 2, 1, 4, 3, 8, 2, 6, 5, 7, 9, 6, 2, 5, 7, 9, 3, 4, 1, 8]
 48 SolverType.BJ        10791    0.5947 [2, 9, 4, 8, 6, 3, 5, 1, 7, 7, 1, 5, 4, 2, 9, 6, 3, 8, 8, 6, 3, 7, 5, 1, 4, 9, 2, 1, 5, 2, 9, 4, 7, 8, 6, 3, 4, 7, 9, 3, 8, 6, 2, 5, 1, 6, 3, 8, 5, 1, 2, 9, 7, 4, 9, 8, 6, 1, 3, 4, 7, 2, 5, 5, 2, 1, 6, 7, 8, 3, 4, 9, 3, 4, 7, 2, 9, 5, 1, 8, 6]
 49 SolverType.BJ        51580    1.5775 [3, 5, 1, 2, 8, 6, 4, 9, 7, 4, 9, 2, 1, 5, 7, 6, 3, 8, 7, 8, 6, 9, 3, 4, 5, 1, 2, 2, 7, 5, 4, 6, 9, 1, 8, 3, 9, 3, 8, 5, 2, 1, 7, 6, 4, 6, 1, 4, 8, 7, 3, 2, 5, 9, 8, 2, 9, 6, 4, 5, 3, 7, 1, 1, 6, 3, 7, 9, 2, 8, 4, 5, 5, 4, 7, 3, 1, 8, 9, 2, 6]
  0 SolverType.CBJ          81    0.0025 [4, 8, 3, 9, 2, 1, 6, 5, 7, 9, 6, 7, 3, 4, 5, 8, 2, 1, 2, 5, 1, 8, 7, 6, 4, 9, 3, 5, 4, 8, 1, 3, 2, 9, 7, 6, 7, 2, 9, 5, 6, 4, 1, 3, 8, 1, 3, 6, 7, 9, 8, 2, 4, 5, 3, 7, 2, 6, 8, 9, 5, 1, 4, 8, 1, 4, 2, 5, 3, 7, 6, 9, 6, 9, 5, 4, 1, 7, 3, 8, 2]
  1 SolverType.CBJ         147    0.0039 [2, 4, 5, 9, 8, 1, 3, 7, 6, 1, 6, 9, 2, 7, 3, 5, 8, 4, 8, 3, 7, 5, 6, 4, 2, 1, 9, 9, 7, 6, 1, 2, 5, 4, 3, 8, 5, 1, 3, 4, 9, 8, 6, 2, 7, 4, 8, 2, 7, 3, 6, 9, 5, 1, 3, 9, 1, 6, 5, 7, 8, 4, 2, 7, 2, 8, 3, 4, 9, 1, 6, 5, 6, 5, 4, 8, 1, 2, 7, 9, 3]
  2 SolverType.CBJ        2211    0.0746 [4, 6, 2, 8, 3, 1, 9, 5, 7, 7, 9, 5, 4, 2, 6, 1, 8, 3, 3, 8, 1, 7, 9, 5, 4, 2, 6, 1, 7, 3, 9, 8, 4, 2, 6, 5, 6, 5, 9, 3, 1, 2, 7, 4, 8, 2, 4, 8, 5, 6, 7, 3, 1, 9, 9, 2, 6, 1, 7, 8, 5, 3, 4, 8, 3, 4, 2, 5, 9, 6, 7, 1, 5, 1, 7, 6, 4, 3, 8, 9, 2]
  3 SolverType.CBJ         764    0.0194 [1, 3, 7, 2, 5, 6, 8, 4, 9, 9, 2, 8, 3, 1, 4, 5, 6, 7, 4, 6, 5, 8, 9, 7, 3, 1, 2, 6, 7, 3, 5, 4, 2, 9, 8, 1, 8, 1, 9, 6, 7, 3, 2, 5, 4, 5, 4, 2, 1, 8, 9, 7, 3, 6, 2, 5, 6, 7, 3, 1, 4, 9, 8, 3, 9, 1, 4, 2, 8, 6, 7, 5, 7, 8, 4, 9, 6, 5, 1, 2, 3]
  4 SolverType.CBJ          81    0.0017 [5, 2, 3, 8, 1, 6, 7, 4, 9, 7, 8, 4, 5, 9, 3, 1, 2, 6, 6, 9, 1, 4, 7, 2, 8, 3, 5, 2, 3, 9, 1, 4, 5, 6, 8, 7, 4, 5, 7, 2, 6, 8, 9, 1, 3, 1, 6, 8, 9, 3, 7, 2, 5, 4, 3, 4, 2, 7, 8, 9, 5, 6, 1, 9, 1, 5, 6, 2, 4, 3, 7, 8, 8, 7, 6, 3, 5, 1, 4, 9, 2]
  5 SolverType.CBJ       62413    2.3464 [1, 7, 6, 9, 2, 3, 5, 8, 4, 5, 2, 4, 8, 1, 7, 6, 3, 9, 8, 9, 3, 6, 5, 4, 2, 7, 1, 9, 5, 7, 3, 4, 8, 1, 6, 2, 6, 3, 8, 1, 9, 2, 4, 5, 7, 4, 1, 2, 7, 6, 5, 3, 9, 8, 2, 6, 5, 4, 8, 9, 7, 1, 3, 7, 8, 1, 2, 3, 6, 9, 4, 5, 3, 4, 9, 5, 7, 1, 8, 2, 6]
