 21 SolverType.BT         4639    0.1577 [4, 2, 5, 7, 8, 1, 9, 3, 6, 1, 7, 8, 3, 6, 9, 5, 2, 4, 3, 6, 9, 5, 2, 4, 1, 8, 7, 8, 9, 4, 1, 5, 7, 3, 6, 2, 6, 5, 2, 8, 4, 3, 7, 9, 1, 7, 1, 3, 6, 9, 2, 8, 4, 5, 9, 8, 7, 2, 1, 6, 4, 5, 3, 5, 3, 6, 4, 7, 8, 2, 1, 9, 2, 4, 1, 9, 3, 5, 6, 7, 8]
 22 SolverType.BT          627    0.0210 [3, 4, 8, 2, 6, 7, 9, 5, 1, 5, 7, 1, 9, 4, 3, 6, 2, 8, 2, 6, 9, 1, 8, 5, 3, 7, 4, 6, 9, 7, 3, 5, 1, 4, 8, 2, 1, 2, 3, 8, 7, 4, 5, 9, 6, 8, 5, 4, 6, 2, 9, 1, 3, 7, 4, 1, 5, 7, 9, 8, 2, 6, 3, 9, 8, 2, 4, 3, 6, 7, 1, 5, 7, 3, 6, 5, 1, 2, 8, 4, 9]
 23 SolverType.BT          660    0.0126 [1, 2, 4, 9, 8, 6, 7, 3, 5, 8, 6, 7, 4, 3, 5, 9, 1, 2, 3, 9, 5, 7, 1, 2, 6, 8, 4, 4, 7, 8, 3, 5, 9, 2, 6, 1, 2, 5, 9, 8, 6, 1, 3, 4, 7, 6, 3, 1, 2, 7, 4, 5, 9, 8, 7, 1, 2, 6, 9, 8, 4, 5, 3, 9, 8, 3, 5, 4, 7, 1, 2, 6, 5, 4, 6, 1, 2, 3, 8, 7, 9]
 24 SolverType.BT         4772    0.2213 [3, 6, 1, 5, 2, 4, 7, 8, 9, 7, 8, 9, 3, 6, 1, 4, 2, 5, 5, 2, 4, 8, 7, 9, 3, 6, 1, 8, 9, 3, 1, 5, 7, 6, 4, 2, 4, 1, 2, 6, 8, 3, 5, 9, 7, 6, 5, 7, 9, 4, 2, 1, 3, 8, 1, 4, 8, 7, 9, 6, 2, 5, 3, 2, 3, 5, 4, 1, 8, 9, 7, 6, 9, 7, 6, 2, 3, 5, 8, 1, 4]
 25 SolverType.BT        12853    0.5049 [5, 8, 1, 4, 7, 9, 2, 6, 3, 3, 2, 9, 1, 5, 6, 8, 4, 7, 6, 4, 7, 3, 2, 8, 1, 5, 9, 9, 5, 6, 7, 3, 1, 4, 2, 8, 2, 3, 8, 9, 6, 4, 5, 7, 1, 7, 1, 4, 5, 8, 2, 9, 3, 6, 1, 7, 2, 6, 9, 5, 3, 8, 4, 8, 9, 3, 2, 4, 7, 6, 1, 5, 4, 6, 5, 8, 1, 3, 7, 9, 2]
 26 SolverType.BT         3961    0.1604 [3, 8, 7, 2, 5, 6, 4, 1, 9, 4, 6, 9, 7, 8, 1, 3, 2, 5, 5, 1, 2, 4, 3, 9, 8, 6, 7, 1, 2, 3, 5, 4, 8, 9, 7, 6, 7, 5, 8, 9, 6, 3, 2, 4, 1, 6, 9, 4, 1, 2, 7, 5, 8, 3, 8, 3, 5, 6, 7, 4, 1, 9, 2, 2, 7, 1, 8, 9, 5, 6, 3, 4, 9, 4, 6, 3, 1, 2, 7, 5, 8]
 27 SolverType.BT         1916    0.0282 [3, 4, 5, 8, 7, 1, 2, 6, 9, 2, 7, 9, 6, 5, 3, 1, 8, 4, 8, 6, 1, 4, 2, 9, 5, 3, 7, 1, 9, 7, 3, 4, 6, 8, 5, 2, 4, 5, 2, 7, 1, 8, 3, 9, 6, 6, 8, 3, 5, 9, 2, 7, 4, 1, 7, 3, 8, 2, 6, 4, 9, 1, 5, 5, 1, 6, 9, 3, 7, 4, 2, 8, 9, 2, 4, 1, 8, 5, 6, 7, 3]
 28 SolverType.BT        25442    0.6441 [2, 3, 5, 7, 6, 1, 4, 8, 9, 4, 1, 9, 3, 2, 8, 5, 7, 6, 8, 6, 7, 5, 4, 9, 2, 1, 3, 7, 4, 6, 1, 3, 5, 9, 2, 8, 5, 2, 1, 8, 9, 6, 7, 3, 4, 9, 8, 3, 4, 7, 2, 6, 5, 1, 3, 9, 4, 2, 8, 7, 1, 6, 5, 6, 5, 2, 9, 1, 3, 8, 4, 7, 1, 7, 8, 6, 5, 4, 3, 9, 2]
 29 SolverType.BT          813    0.0340 [2, 9, 8, 1, 7, 5, 6, 4, 3, 6, 5, 7, 3, 9, 4, 1, 2, 8, 1, 3, 4, 2, 8, 6, 5, 7, 9, 8, 2, 1, 6, 4, 9, 7, 3, 5, 5, 7, 3, 8, 2, 1, 4, 9, 6, 4, 6, 9, 7, 5, 3, 2, 8, 1, 3, 1, 2, 4, 6, 8, 9, 5, 7, 7, 8, 5, 9, 1, 2, 3, 6, 4, 9, 4, 6, 5, 3, 7, 8, 1, 2]
 30 SolverType.BT        57990    2.4221 [7, 6, 1, 5, 4, 3, 2, 8, 9, 8, 3, 2, 7, 9, 1, 6, 4, 5, 5, 4, 9, 6, 2, 8, 1, 3, 7, 3, 7, 4, 2, 1, 5, 9, 6, 8, 1, 2, 8, 9, 3, 6, 5, 7, 4, 6, 9, 5, 4, 8, 7, 3, 2, 1, 4, 1, 7, 3, 6, 9, 8, 5, 2, 9, 5, 3, 8, 7, 2, 4, 1, 6, 2, 8, 6, 1, 5, 4, 7, 9, 3]
 31 SolverType.BT         3198    0.1232 [1, 3, 2, 6, 4, 9, 7, 8, 5, 7, 5, 8, 2, 1, 3, 6, 4, 9, 9, 6, 4, 7, 8, 5, 1, 2, 3, 5, 4, 3, 8, 9, 7, 2, 1, 6, 2, 7, 6, 5, 3, 1, 8, 9, 4, 8, 9, 1, 4, 2, 6, 5, 3, 7, 6, 1, 9, 3, 7, 8, 4, 5, 2, 3, 2, 7, 1, 5, 4, 9, 6, 8, 4, 8, 5, 9, 6, 2, 3, 7, 1]
 32 SolverType.BT          228    0.0092 [6, 9, 8, 1, 7, 3, 5, 4, 2, 3, 5, 4, 6, 2, 8, 1, 7, 9, 1, 7, 2, 5, 4, 9, 3, 6, 8, 5, 3, 1, 8, 9, 7, 4, 2, 6, 9, 4, 6, 3, 1, 2, 8, 5, 7, 8, 2, 7, 4, 5, 6, 9, 1, 3, 7, 6, 5, 9, 3, 1, 2, 8, 4, 2, 1, 3, 7, 8, 4, 6, 9, 5, 4, 8, 9, 2, 6, 5, 7, 3, 1]
 33 SolverType.BT           81    0.0015 [8, 5, 2, 7, 1, 6, 9, 4, 3, 1, 9, 7, 8, 4, 3, 6, 5, 2, 4, 6, 3, 9, 2, 5, 1, 8, 7, 2, 7, 8, 6, 3, 4, 5, 9, 1, 6, 4, 5, 1, 7, 9, 3, 2, 8, 9, 3, 1, 5, 8, 2, 4, 7, 6, 7, 8, 6, 4, 9, 1, 2, 3, 5, 3, 1, 4, 2, 5, 8, 7, 6, 9, 5, 2, 9, 3, 6, 7, 8, 1, 4]
 34 SolverType.BT         4700    0.1778 [4, 5, 3, 2, 1, 8, 7, 9, 6, 6, 2, 9, 7, 5, 3, 4, 8, 1, 1, 7, 8, 4, 9, 6, 5, 3, 2, 7, 9, 6, 5, 8, 2, 3, 1, 4, 3, 1, 4, 9, 6, 7, 8, 2, 5, 2, 8, 5, 1, 3, 4, 6, 7, 9, 5, 4, 2, 8, 7, 9, 1, 6, 3, 9, 3, 7, 6, 4, 1, 2, 5, 8, 8, 6, 1, 3, 2, 5, 9, 4, 7]
 35 SolverType.BT           81    0.0014 [5, 1, 6, 2, 8, 9, 3, 4, 7, 8, 4, 9, 1, 7, 3, 2, 5, 6, 7, 3, 2, 4, 6, 5, 9, 1, 8, 6, 9, 8, 3, 1, 7, 5, 2, 4, 3, 2, 7, 9, 5, 4, 8, 6, 1, 1, 5, 4, 8, 2, 6, 7, 3, 9, 9, 6, 1, 7, 3, 2, 4, 8, 5, 2, 7, 5, 6, 4, 8, 1, 9, 3, 4, 8, 3, 5, 9, 1, 6, 7, 2]
 36 SolverType.BT         2090    0.0826 [9, 4, 5, 6, 8, 1, 7, 2, 3, 7, 8, 1, 2, 3, 4, 9, 6, 5, 3, 2, 6, 7, 5, 9, 1, 8, 4, 2, 6, 9, 1, 7, 5, 3, 4, 8, 1, 3, 8, 9, 4, 2, 5, 7, 6, 5, 7, 4, 8, 6, 3, 2, 1, 9, 4, 5, 7, 3, 2, 6, 8, 9, 1, 6, 1, 2, 5, 9, 8, 4, 3, 7, 8, 9, 3, 4, 1, 7, 6, 5, 2]
 37 SolverType.BT           81    0.0015 [3, 6, 5, 9, 4, 2, 8, 7, 1, 1, 2, 8, 7, 5, 6, 4, 9, 3, 9, 7, 4, 8, 1, 3, 5, 6, 2, 8, 1, 9, 4, 3, 5, 6, 2, 7, 5, 3, 7, 2, 6, 8, 1, 4, 9, 6, 4, 2, 1, 7, 9, 3, 5, 8, 2, 9, 6, 3, 8, 4, 7, 1, 5, 7, 5, 3, 6, 9, 1, 2, 8, 4, 4, 8, 1, 5, 2, 7, 9, 3, 6]
 38 SolverType.BT          250    0.0086 [1, 3, 4, 5, 8, 7, 2, 9, 6, 2, 7, 8, 1, 6, 9, 3, 5, 4, 6, 9, 5, 2, 3, 4, 8, 1, 7, 3, 5, 9, 8, 1, 6, 4, 7, 2, 8, 2, 1, 4, 7, 3, 5, 6, 9, 7, 4, 6, 9, 2, 5, 1, 8, 3, 9, 1, 7, 3, 4, 8, 6, 2, 5, 4, 6, 2, 7, 5, 1, 9, 3, 8, 5, 8, 3, 6, 9, 2, 7, 4, 1]
 39 SolverType.BT           81    0.0015 [1, 9, 3, 6, 7, 2, 4, 8, 5, 4, 6, 2, 3, 5, 8, 9, 7, 1, 7, 8, 5, 9, 1, 4, 6, 2, 3, 5, 3, 8, 2, 9, 6, 7, 1, 4, 6, 7, 4, 1, 3, 5, 2, 9, 8, 2, 1, 9, 4, 8, 7, 3, 5, 6, 8, 2, 6, 7, 4, 1, 5, 3, 9, 9, 4, 1, 5, 2, 3, 8, 6, 7, 3, 5, 7, 8, 6, 9, 1, 4, 2]
 40 SolverType.BT        29868    1.8488 [8, 1, 4, 9, 7, 6, 5, 3, 2, 6, 5, 9, 1, 2, 3, 4, 7, 8, 7, 3, 2, 8, 5, 4, 1, 6, 9, 9, 4, 8, 2, 6, 5, 3, 1, 7, 2, 7, 5, 3, 4, 1, 8, 9, 6, 1, 6, 3, 7, 9, 8, 2, 4, 5, 3, 9, 1, 6, 8, 2, 7, 5, 4, 5, 8, 7, 4, 3, 9, 6, 2, 1, 4, 2, 6, 5, 1, 7, 9, 8, 3]
 41 SolverType.BT         7431    0.3295 [3, 8, 4, 5, 6, 7, 9, 2, 1, 1, 2, 6, 4, 3, 9, 7, 8, 5, 7, 5, 9, 8, 2, 1, 3, 4, 6, 5, 6, 3, 7, 9, 8, 2, 1, 4, 8, 4, 7, 3, 1, 2, 6, 5, 9, 9, 1, 2, 6, 4, 5, 8, 7, 3, 2, 3, 1, 9, 7, 4, 5, 6, 8, 4, 9, 5, 2, 8, 6, 1, 3, 7, 6, 7, 8, 1, 5, 3, 4, 9, 2]
 42 SolverType.BT         5119    0.3436 [4, 6, 9, 1, 5, 8, 3, 7, 2, 7, 1, 2, 4, 6, 3, 8, 5, 9, 5, 3, 8, 2, 9, 7, 6, 4, 1, 9, 2, 7, 6, 3, 4, 5, 1, 8, 3, 8, 5, 7, 1, 9, 4, 2, 6, 1, 4, 6, 5, 8, 2, 7, 9, 3, 6, 5, 3, 9, 4, 1, 2, 8, 7, 2, 9, 4, 8, 7, 6, 1, 3, 5, 8, 7, 1, 3, 2, 5, 9, 6, 4]
 43 SolverType.BT        13376    0.5556 [3, 1, 6, 5, 4, 9, 2, 7, 8, 9, 8, 7, 3, 2, 1, 6, 4, 5, 4, 5, 2, 6, 7, 8, 9, 3, 1, 5, 9, 4, 2, 3, 6, 8, 1, 7, 2, 3, 8, 4, 1, 7, 5, 6, 9, 6, 7, 1, 9, 8, 5, 3, 2, 4, 8, 4, 5, 1, 6, 2, 7, 9, 3, 1, 2, 9, 7, 5, 3, 4, 8, 6, 7, 6, 3, 8, 9, 4, 1, 5, 2]
 44 SolverType.BT        10058    0.2339 [5, 8, 6, 1, 2, 7, 9, 4, 3, 7, 2, 3, 4, 6, 9, 8, 5, 1, 4, 9, 1, 8, 5, 3, 2, 6, 7, 1, 3, 5, 9, 7, 4, 6, 2, 8, 2, 7, 9, 6, 1, 8, 5, 3, 4, 6, 4, 8, 5, 3, 2, 1, 7, 9, 9, 1, 7, 2, 4, 6, 3, 8, 5, 3, 5, 2, 7, 8, 1, 4, 9, 6, 8, 6, 4, 3, 9, 5, 7, 1, 2]
 45 SolverType.BT        11063    0.4347 [9, 5, 4, 2, 1, 3, 6, 8, 7, 6, 1, 7, 5, 4, 8, 9, 2, 3, 8, 3, 2, 7, 9, 6, 5, 4, 1, 7, 6, 3, 8, 5, 1, 2, 9, 4, 1, 2, 8, 9, 7, 4, 3, 6, 5, 5, 4, 9, 3, 6, 2, 1, 7, 8, 2, 8, 1, 6, 3, 7, 4, 5, 9, 4, 7, 5, 1, 2, 9, 8, 3, 6, 3, 9, 6, 4, 8, 5, 7, 1, 2]
 46 SolverType.BT         5395    0.2703 [1, 5, 9, 7, 4, 3, 8, 6, 2, 2, 7, 6, 5, 8, 9, 4, 3, 1, 3, 4, 8, 6, 1, 2, 7, 5, 9, 6, 2, 4, 9, 7, 8, 3, 1, 5, 9, 1, 7, 2, 3, 5, 6, 8, 4, 5, 8, 3, 1, 6, 4, 2, 9, 7, 4, 3, 5, 8, 2, 1, 9, 7, 6, 8, 6, 1, 4, 9, 7, 5, 2, 3, 7, 9, 2, 3, 5, 6, 1, 4, 8]
 47 SolverType.BT       220381    9.3938 [8, 6, 1, 3, 5, 7, 2, 9, 4, 5, 9, 7, 4, 8, 2, 3, 6, 1, 4, 3, 2, 6, 1, 9, 7, 8, 5, 9, 1, 6, 2, 7, 5, 8, 4, 3, 3, 5, 8, 9, 6, 4, 1, 2, 7, 2, 7, 4, 1, 3, 8, 9, 5, 6, 7, 8, 9, 5, 4, 1, 6, 3, 2, 1, 4, 3, 8, 2, 6, 5, 7, 9, 6, 2, 5, 7, 9, 3, 4, 1, 8]
 48 SolverType.BT        13017    0.7052 [2, 9, 4, 8, 6, 3, 5, 1, 7, 7, 1, 5, 4, 2, 9, 6, 3, 8, 8, 6, 3, 7, 5, 1, 4, 9, 2, 1, 5, 2, 9, 4, 7, 8, 6, 3, 4, 7, 9, 3, 8, 6, 2, 5, 1, 6, 3, 8, 5, 1, 2, 9, 7, 4, 9, 8, 6, 1, 3, 4, 7, 2, 5, 5, 2, 1, 6, 7, 8, 3, 4, 9, 3, 4, 7, 2, 9, 5, 1, 8, 6]
 49 SolverType.BT        81146    2.6498 [3, 5, 1, 2, 8, 6, 4, 9, 7, 4, 9, 2, 1, 5, 7, 6, 3, 8, 7, 8, 6, 9, 3, 4, 5, 1, 2, 2, 7, 5, 4, 6, 9, 1, 8, 3, 9, 3, 8, 5, 2, 1, 7, 6, 4, 6, 1, 4, 8, 7, 3, 2, 5, 9, 8, 2, 9, 6, 4, 5, 3, 7, 1, 1, 6, 3, 7, 9, 2, 8, 4, 5, 5, 4, 7, 3, 1, 8, 9, 2, 6]
  0 SolverType.BJ           81    0.0017 [4, 8, 3, 9, 2, 1, 6, 5, 7, 9, 6, 7, 3, 4, 5, 8, 2, 1, 2, 5, 1, 8, 7, 6, 4, 9, 3, 5, 4, 8, 1, 3, 2, 9, 7, 6, 7, 2, 9, 5, 6, 4, 1, 3, 8, 1, 3, 6, 7, 9, 8, 2, 4, 5, 3, 7, 2, 6, 8, 9, 5, 1, 4, 8, 1, 4, 2, 5, 3, 7, 6, 9, 6, 9, 5, 4, 1, 7, 3, 8, 2]
  1 SolverType.BJ          233    0.0056 [2, 4, 5, 9, 8, 1, 3, 7, 6, 1, 6, 9, 2, 7, 3, 5, 8, 4, 8, 3, 7, 5, 6, 4, 2, 1, 9, 9, 7, 6, 1, 2, 5, 4, 3, 8, 5, 1, 3, 4, 9, 8, 6, 2, 7, 4, 8, 2, 7, 3, 6, 9, 5, 1, 3, 9, 1, 6, 5, 7, 8, 4, 2, 7, 2, 8, 3, 4, 9, 1, 6, 5, 6, 5, 4, 8, 1, 2, 7, 9, 3]
  2 SolverType.BJ         2797    0.1113 [4, 6, 2, 8, 3, 1, 9, 5, 7, 7, 9, 5, 4, 2, 6, 1, 8, 3, 3, 8, 1, 7, 9, 5, 4, 2, 6, 1, 7, 3, 9, 8, 4, 2, 6, 5, 6, 5, 9, 3, 1, 2, 7, 4, 8, 2, 4, 8, 5, 6, 7, 3, 1, 9, 9, 2, 6, 1, 7, 8, 5, 3, 4, 8, 3, 4, 2, 5, 9, 6, 7, 1, 5, 1, 7, 6, 4, 3, 8, 9, 2]
